image_path,class,cn_name,cuisine,split
food_dataset/split/train/baiqieji/train_000070.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000060.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000084.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000241.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000144.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/val_000004.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000223.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000105.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000209.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000235.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000010.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000072.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000100.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000007.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000030.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000225.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000046.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000182.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000138.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000193.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000192.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000076.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000129.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000128.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000099.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000189.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/val_000005.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000194.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/val_000022.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000019.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/val_000016.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000077.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000151.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/val_000011.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000107.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000038.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000173.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000132.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/val_000018.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000152.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000139.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000045.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000230.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000000.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000211.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000146.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/val_000021.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000232.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000148.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000087.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000177.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000029.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000002.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000064.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000135.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/val_000020.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000190.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000098.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000187.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000108.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000040.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000039.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000028.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/val_000032.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/val_000001.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000126.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000130.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000168.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000185.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000228.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000178.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000159.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000109.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000149.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000200.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000237.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000143.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000063.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000035.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000242.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000036.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000238.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000164.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/val_000017.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000127.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000167.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000184.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000202.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000145.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000054.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/val_000024.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000203.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000102.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000080.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000008.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000219.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000014.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000083.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000175.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000056.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/val_000008.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000176.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000163.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000069.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000213.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000118.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000208.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000062.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000239.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000136.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/train/baiqieji/train_000043.jpg,baiqieji,白切鸡,粤菜,train
food_dataset/split/val/baiqieji/train_000210.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000155.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000018.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000165.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/val_000009.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000179.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000068.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000171.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000053.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000090.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000094.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000041.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000093.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000162.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000116.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/val_000028.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/val_000000.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000025.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000059.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000234.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000074.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000197.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000058.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000169.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000240.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000017.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000180.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/val/baiqieji/train_000049.jpg,baiqieji,白切鸡,粤菜,val
food_dataset/split/test/baiqieji/train_000147.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000092.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000220.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000226.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000158.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000160.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000212.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000075.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000141.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000020.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000096.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000031.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000137.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000117.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000186.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000011.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000206.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000067.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000154.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000088.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/val_000019.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000091.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000024.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000097.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000023.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000026.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000086.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000195.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000245.jpg,koushuiji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000055.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000079.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000174.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/val_000025.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000081.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000003.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000142.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000229.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000112.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000214.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000101.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/val_000010.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000119.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000111.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000047.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000015.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000016.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000216.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000044.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000052.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000071.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000114.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000125.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000140.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000012.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/test/baiqieji/train_000057.jpg,baiqieji,白切鸡,粤菜,test
food_dataset/split/train/basidigua/train_000416.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000723.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/val_000064.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000830.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000100.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000364.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000195.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000186.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000793.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000379.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000417.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000855.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000508.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000097.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/val_000103.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000778.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000344.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000012.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000429.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000293.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000608.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/val_000001.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000140.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000169.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000771.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/val_000119.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000660.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000732.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000865.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000742.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000625.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000197.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/val_000043.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000184.jpg,basidigua,拔丝地瓜,鲁菜,train
food_dataset/split/train/basidigua/train_000698.jpg,basidigua,拔丝地瓜,鲁菜,train
