image_path,true_class,pred_top1,correct_top1,correct_top5
food_dataset/split/test/baiqieji/train_000071.jpg,baiqieji,baiqieji,True,True
food_dataset/split/test/baiqieji/train_000114.jpg,baiqieji,baiqieji,True,True
food_dataset/split/test/baiqieji/train_000125.jpg,baiqieji,baiqieji,True,True
food_dataset/split/test/baiqieji/train_000140.jpg,baiqieji,baiqieji,True,True
food_dataset/split/test/baiqieji/train_000012.jpg,baiqieji,koushuiji,False,False
food_dataset/split/test/baiqieji/train_000057.jpg,baiqieji,luniurou,False,True
food_dataset/split/test/basidigua/train_000224.jpg,basidigua,tangculiji,False,True
food_dataset/split/test/basidigua/train_000478.jpg,basidigua,tangculiji,False,True
food_dataset/split/test/basidigua/train_000036.jpg,basidigua,guobaorou,False,True
food_dataset/split/test/basidigua/train_000388.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000107.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000715.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000803.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000160.jpg,basidigua,shaola,False,False
food_dataset/split/test/basidigua/train_000270.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000251.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000861.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000749.jpg,basidigua,tangculiji,False,True
food_dataset/split/test/basidigua/val_000113.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000123.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000418.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000798.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000128.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000751.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000180.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000022.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000419.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000178.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000827.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000816.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000163.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000155.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000764.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000632.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000413.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000570.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000795.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000359.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000102.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000679.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000252.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000695.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000008.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000363.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000084.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000878.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000812.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000370.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000312.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000039.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000127.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000437.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000148.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000562.jpg,basidigua,guobaorou,False,True
food_dataset/split/test/basidigua/train_000593.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000039.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000851.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000033.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000555.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000149.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000704.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000074.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000111.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000056.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000571.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000124.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000719.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000561.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000449.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000756.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000162.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000265.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000649.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000130.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000786.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000338.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000000.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000042.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000280.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000846.jpg,basidigua,guobaorou,False,True
food_dataset/split/test/basidigua/train_000430.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000003.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000091.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000049.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000114.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000254.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000497.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000514.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000018.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000870.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000646.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000700.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000205.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000348.jpg,basidigua,buluogulurou,False,True
food_dataset/split/test/basidigua/train_000731.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000212.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000616.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000285.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000275.jpg,basidigua,guobaorou,False,True
food_dataset/split/test/basidigua/train_000156.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000563.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000757.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000106.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000089.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000115.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000267.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000134.jpg,basidigua,hongshaorou,False,True
food_dataset/split/test/basidigua/train_000896.jpg,basidigua,hongshaorou,False,True
food_dataset/split/test/basidigua/train_000103.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000676.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000303.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000564.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000833.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000680.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000005.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000538.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000666.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000823.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000623.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000306.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000717.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000553.jpg,basidigua,hongshaorou,False,True
food_dataset/split/test/basidigua/train_000850.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000445.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000158.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000288.jpg,basidigua,hongshaorou,False,True
food_dataset/split/test/basidigua/train_000375.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000247.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000897.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000098.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000899.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000354.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000031.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000132.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000068.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000515.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000215.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000547.jpg,basidigua,hongshaorou,False,True
food_dataset/split/test/basidigua/train_000072.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000104.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000573.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000633.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000466.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000006.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000071.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000034.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000766.jpg,basidigua,guobaorou,False,True
food_dataset/split/test/basidigua/val_000027.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000076.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000465.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000304.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000657.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000684.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000131.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000402.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000268.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000241.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000318.jpg,basidigua,guobaorou,False,True
food_dataset/split/test/basidigua/train_000730.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000682.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000206.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000264.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000033.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000320.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000532.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000575.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000594.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000670.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000426.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000080.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000631.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000037.jpg,basidigua,tangculiji,False,True
food_dataset/split/test/basidigua/train_000605.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000589.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000249.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000580.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000908.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000040.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000119.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000410.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000237.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000879.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000688.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000066.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000606.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000067.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000377.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000161.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000113.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000319.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000052.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000099.jpg,basidigua,tangculiji,False,True
food_dataset/split/test/basidigua/train_000114.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000639.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000121.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000116.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000442.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000604.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000385.jpg,basidigua,guobaorou,False,True
food_dataset/split/test/basidigua/train_000314.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000072.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000863.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000581.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000007.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000540.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000796.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000001.jpg,basidigua,shaola,False,False
food_dataset/split/test/basidigua/train_000773.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000334.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000117.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000818.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000434.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000061.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/val_000070.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000829.jpg,basidigua,basidigua,True,True
food_dataset/split/test/basidigua/train_000337.jpg,basidigua,basidigua,True,True
food_dataset/split/test/buluogulurou/train_000288.jpg,tangculiji,tangculiji,True,True
food_dataset/split/test/buluogulurou/train_000063.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000123.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000169.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000024.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000009.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000304.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000326.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000327.jpg,buluogulurou,lajiaochaorou,False,True
food_dataset/split/test/buluogulurou/train_000107.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000338.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000045.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/val_000012.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000061.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000096.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000140.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000202.jpg,buluogulurou,gongbaojiding,False,True
food_dataset/split/test/buluogulurou/train_000030.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000182.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000329.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000277.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/val_000053.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000350.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000398.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000184.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/val_000016.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000389.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000226.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000110.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/val_000011.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000352.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000015.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000142.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000207.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000314.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000249.jpg,buluogulurou,hongshaorou,False,True
food_dataset/split/test/buluogulurou/train_000049.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000334.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000211.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000078.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000371.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/val_000009.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000299.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000213.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000275.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000355.jpg,buluogulurou,tudoudundoujiao,False,True
food_dataset/split/test/buluogulurou/train_000379.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000342.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000188.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/val_000054.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000197.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000068.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000274.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000119.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000048.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/val_000024.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000251.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000154.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000018.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000022.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000070.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000058.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000208.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000331.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000153.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000357.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000236.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/val_000046.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000324.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000031.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000330.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000112.jpg,buluogulurou,tangculiji,False,True
food_dataset/split/test/buluogulurou/train_000311.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000166.jpg,buluogulurou,lazijiding,False,True
food_dataset/split/test/buluogulurou/train_000286.jpg,buluogulurou,shaoya,False,True
food_dataset/split/test/buluogulurou/train_000316.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000011.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000240.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000118.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000344.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000054.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000189.jpg,buluogulurou,buluogulurou,True,True
food_dataset/split/test/buluogulurou/train_000325.jpg,buluogulurou,buluogulurou,True,True
