image_path,true_label,pred_label,confidence
food_dataset/split/test/baiqieji/train_000114.jpg,白切鸡,白切鸡,0.0372
food_dataset/split/test/baiqieji/train_000125.jpg,白切鸡,白切鸡,0.0368
food_dataset/split/test/baiqieji/train_000140.jpg,白切鸡,白切鸡,0.0374
food_dataset/split/test/baiqieji/train_000012.jpg,白切鸡,口水鸡,0.0363
food_dataset/split/test/baiqieji/train_000057.jpg,白切鸡,烧鸭,0.0363
food_dataset/split/test/basidigua/train_000224.jpg,拔丝地瓜,拔丝地瓜,0.0362
food_dataset/split/test/basidigua/train_000478.jpg,拔丝地瓜,拔丝地瓜,0.0351
food_dataset/split/test/basidigua/train_000036.jpg,拔丝地瓜,烧腊,0.0358
food_dataset/split/test/basidigua/train_000388.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000107.jpg,拔丝地瓜,拔丝地瓜,0.0365
food_dataset/split/test/basidigua/train_000715.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000803.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000160.jpg,拔丝地瓜,烧腊,0.0357
food_dataset/split/test/basidigua/train_000270.jpg,拔丝地瓜,拔丝地瓜,0.0364
food_dataset/split/test/basidigua/train_000251.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/train_000861.jpg,拔丝地瓜,拔丝地瓜,0.0355
food_dataset/split/test/basidigua/train_000749.jpg,拔丝地瓜,拔丝地瓜,0.0359
food_dataset/split/test/basidigua/val_000113.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/val_000123.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000418.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000798.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/val_000128.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000751.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000180.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000022.jpg,拔丝地瓜,拔丝地瓜,0.0365
food_dataset/split/test/basidigua/train_000419.jpg,拔丝地瓜,拔丝地瓜,0.0371
food_dataset/split/test/basidigua/train_000178.jpg,拔丝地瓜,拔丝地瓜,0.0363
food_dataset/split/test/basidigua/train_000827.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000816.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/train_000163.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000239.jpg,拔丝地瓜,红烧肉,0.0364
food_dataset/split/test/basidigua/train_000155.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000764.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/train_000632.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000413.jpg,拔丝地瓜,拔丝地瓜,0.0364
food_dataset/split/test/basidigua/train_000570.jpg,拔丝地瓜,拔丝地瓜,0.0371
food_dataset/split/test/basidigua/train_000795.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000359.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000102.jpg,拔丝地瓜,红烧肉,0.036
food_dataset/split/test/basidigua/train_000679.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000252.jpg,拔丝地瓜,拔丝地瓜,0.0363
food_dataset/split/test/basidigua/train_000695.jpg,拔丝地瓜,拔丝地瓜,0.0371
food_dataset/split/test/basidigua/val_000008.jpg,拔丝地瓜,拔丝地瓜,0.0371
food_dataset/split/test/basidigua/train_000363.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/val_000084.jpg,拔丝地瓜,拔丝地瓜,0.0363
food_dataset/split/test/basidigua/train_000878.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000812.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/train_000370.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000312.jpg,拔丝地瓜,拔丝地瓜,0.0366
food_dataset/split/test/basidigua/train_000039.jpg,拔丝地瓜,拔丝地瓜,0.0366
food_dataset/split/test/basidigua/train_000127.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000437.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000148.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000562.jpg,拔丝地瓜,拔丝地瓜,0.0363
food_dataset/split/test/basidigua/train_000593.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/val_000039.jpg,拔丝地瓜,拔丝地瓜,0.0366
food_dataset/split/test/basidigua/train_000851.jpg,拔丝地瓜,拔丝地瓜,0.0364
food_dataset/split/test/basidigua/train_000033.jpg,拔丝地瓜,拔丝地瓜,0.0365
food_dataset/split/test/basidigua/train_000555.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000149.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000704.jpg,拔丝地瓜,拔丝地瓜,0.0366
food_dataset/split/test/basidigua/train_000074.jpg,拔丝地瓜,拔丝地瓜,0.0371
food_dataset/split/test/basidigua/train_000111.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/val_000056.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000571.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/val_000124.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000719.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000561.jpg,拔丝地瓜,拔丝地瓜,0.0372
food_dataset/split/test/basidigua/train_000449.jpg,拔丝地瓜,拔丝地瓜,0.0371
food_dataset/split/test/basidigua/train_000756.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000162.jpg,拔丝地瓜,拔丝地瓜,0.0365
food_dataset/split/test/basidigua/train_000265.jpg,拔丝地瓜,拔丝地瓜,0.0364
food_dataset/split/test/basidigua/train_000649.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000130.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000786.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000338.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000000.jpg,拔丝地瓜,拔丝地瓜,0.0364
food_dataset/split/test/basidigua/train_000042.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000280.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000846.jpg,拔丝地瓜,可乐鸡翅,0.0357
food_dataset/split/test/basidigua/train_000430.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/val_000003.jpg,拔丝地瓜,拔丝地瓜,0.0372
food_dataset/split/test/basidigua/train_000091.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000049.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/val_000114.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000254.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000497.jpg,拔丝地瓜,拔丝地瓜,0.0371
food_dataset/split/test/basidigua/train_000514.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/val_000018.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000870.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000646.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000700.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000205.jpg,拔丝地瓜,拔丝地瓜,0.0356
food_dataset/split/test/basidigua/train_000348.jpg,拔丝地瓜,菠萝咕噜肉,0.0359
food_dataset/split/test/basidigua/train_000731.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000212.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000616.jpg,拔丝地瓜,拔丝地瓜,0.0372
food_dataset/split/test/basidigua/train_000285.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000275.jpg,拔丝地瓜,可乐鸡翅,0.0364
food_dataset/split/test/basidigua/train_000156.jpg,拔丝地瓜,拔丝地瓜,0.0372
food_dataset/split/test/basidigua/train_000563.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/train_000757.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000106.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/val_000089.jpg,拔丝地瓜,拔丝地瓜,0.0366
food_dataset/split/test/basidigua/train_000115.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000267.jpg,拔丝地瓜,拔丝地瓜,0.0366
food_dataset/split/test/basidigua/train_000134.jpg,拔丝地瓜,拔丝地瓜,0.036
food_dataset/split/test/basidigua/train_000896.jpg,拔丝地瓜,拔丝地瓜,0.0364
food_dataset/split/test/basidigua/train_000103.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000676.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000303.jpg,拔丝地瓜,拔丝地瓜,0.0371
food_dataset/split/test/basidigua/train_000564.jpg,拔丝地瓜,拔丝地瓜,0.0372
food_dataset/split/test/basidigua/train_000833.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000680.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000005.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000538.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000666.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000823.jpg,拔丝地瓜,拔丝地瓜,0.0366
food_dataset/split/test/basidigua/train_000623.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000306.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/train_000717.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000553.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000850.jpg,拔丝地瓜,拔丝地瓜,0.0363
food_dataset/split/test/basidigua/train_000445.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000158.jpg,拔丝地瓜,拔丝地瓜,0.0366
food_dataset/split/test/basidigua/train_000288.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000375.jpg,拔丝地瓜,拔丝地瓜,0.0371
food_dataset/split/test/basidigua/train_000247.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/train_000897.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/val_000098.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/train_000899.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000354.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/val_000031.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000132.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/val_000068.jpg,拔丝地瓜,拔丝地瓜,0.0371
food_dataset/split/test/basidigua/train_000515.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000215.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000547.jpg,拔丝地瓜,拔丝地瓜,0.0371
food_dataset/split/test/basidigua/train_000072.jpg,拔丝地瓜,拔丝地瓜,0.0364
food_dataset/split/test/basidigua/val_000104.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000573.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000633.jpg,拔丝地瓜,拔丝地瓜,0.0366
food_dataset/split/test/basidigua/train_000466.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000006.jpg,拔丝地瓜,拔丝地瓜,0.0371
food_dataset/split/test/basidigua/train_000071.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/val_000034.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000766.jpg,拔丝地瓜,拔丝地瓜,0.036
food_dataset/split/test/basidigua/val_000027.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/val_000076.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000465.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000304.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000657.jpg,拔丝地瓜,拔丝地瓜,0.0371
food_dataset/split/test/basidigua/train_000684.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000131.jpg,拔丝地瓜,红烧肉,0.0361
food_dataset/split/test/basidigua/train_000402.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000268.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/train_000241.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000318.jpg,拔丝地瓜,拔丝地瓜,0.0361
food_dataset/split/test/basidigua/train_000730.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000682.jpg,拔丝地瓜,拔丝地瓜,0.0364
food_dataset/split/test/basidigua/train_000206.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000264.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/val_000033.jpg,拔丝地瓜,拔丝地瓜,0.0365
food_dataset/split/test/basidigua/train_000320.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/train_000532.jpg,拔丝地瓜,拔丝地瓜,0.0372
food_dataset/split/test/basidigua/train_000575.jpg,拔丝地瓜,拔丝地瓜,0.0372
food_dataset/split/test/basidigua/train_000594.jpg,拔丝地瓜,拔丝地瓜,0.0365
food_dataset/split/test/basidigua/train_000670.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/train_000426.jpg,拔丝地瓜,拔丝地瓜,0.0366
food_dataset/split/test/basidigua/train_000080.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000631.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/train_000037.jpg,拔丝地瓜,拔丝地瓜,0.0358
food_dataset/split/test/basidigua/train_000605.jpg,拔丝地瓜,拔丝地瓜,0.0365
food_dataset/split/test/basidigua/train_000589.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000249.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000580.jpg,拔丝地瓜,拔丝地瓜,0.0372
food_dataset/split/test/basidigua/train_000908.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/val_000040.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000119.jpg,拔丝地瓜,拔丝地瓜,0.0371
food_dataset/split/test/basidigua/train_000410.jpg,拔丝地瓜,拔丝地瓜,0.0372
food_dataset/split/test/basidigua/train_000237.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000879.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000688.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000066.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/train_000606.jpg,拔丝地瓜,拔丝地瓜,0.0371
food_dataset/split/test/basidigua/train_000067.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000377.jpg,拔丝地瓜,拔丝地瓜,0.0372
food_dataset/split/test/basidigua/train_000161.jpg,拔丝地瓜,拔丝地瓜,0.0365
food_dataset/split/test/basidigua/train_000113.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000319.jpg,拔丝地瓜,拔丝地瓜,0.0366
food_dataset/split/test/basidigua/val_000052.jpg,拔丝地瓜,拔丝地瓜,0.0366
food_dataset/split/test/basidigua/train_000099.jpg,拔丝地瓜,拔丝地瓜,0.0364
food_dataset/split/test/basidigua/train_000114.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000639.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000121.jpg,拔丝地瓜,拔丝地瓜,0.0365
food_dataset/split/test/basidigua/train_000116.jpg,拔丝地瓜,拔丝地瓜,0.0371
food_dataset/split/test/basidigua/train_000442.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000604.jpg,拔丝地瓜,拔丝地瓜,0.0367
food_dataset/split/test/basidigua/train_000385.jpg,拔丝地瓜,拔丝地瓜,0.0371
food_dataset/split/test/basidigua/train_000314.jpg,拔丝地瓜,拔丝地瓜,0.0372
food_dataset/split/test/basidigua/val_000072.jpg,拔丝地瓜,拔丝地瓜,0.0364
food_dataset/split/test/basidigua/train_000863.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000581.jpg,拔丝地瓜,拔丝地瓜,0.0366
food_dataset/split/test/basidigua/val_000007.jpg,拔丝地瓜,拔丝地瓜,0.0361
food_dataset/split/test/basidigua/train_000540.jpg,拔丝地瓜,拔丝地瓜,0.0368
food_dataset/split/test/basidigua/train_000796.jpg,拔丝地瓜,红烧肉,0.0364
food_dataset/split/test/basidigua/train_000001.jpg,拔丝地瓜,拔丝地瓜,0.0362
food_dataset/split/test/basidigua/train_000773.jpg,拔丝地瓜,拔丝地瓜,0.0354
food_dataset/split/test/basidigua/train_000334.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/basidigua/train_000117.jpg,拔丝地瓜,拔丝地瓜,0.0365
food_dataset/split/test/basidigua/train_000818.jpg,拔丝地瓜,拔丝地瓜,0.0369
food_dataset/split/test/basidigua/train_000434.jpg,拔丝地瓜,拔丝地瓜,0.0366
food_dataset/split/test/basidigua/val_000061.jpg,拔丝地瓜,拔丝地瓜,0.0372
food_dataset/split/test/basidigua/val_000070.jpg,拔丝地瓜,拔丝地瓜,0.0366
food_dataset/split/test/basidigua/train_000829.jpg,拔丝地瓜,拔丝地瓜,0.0366
food_dataset/split/test/basidigua/train_000337.jpg,拔丝地瓜,拔丝地瓜,0.037
food_dataset/split/test/buluogulurou/train_000288.jpg,菠萝咕噜肉,糖醋里脊,0.0364
food_dataset/split/test/buluogulurou/train_000063.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0376
food_dataset/split/test/buluogulurou/train_000123.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0372
food_dataset/split/test/buluogulurou/train_000169.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0376
food_dataset/split/test/buluogulurou/train_000024.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0372
food_dataset/split/test/buluogulurou/train_000009.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0357
food_dataset/split/test/buluogulurou/train_000304.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0373
food_dataset/split/test/buluogulurou/train_000326.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0374
food_dataset/split/test/buluogulurou/train_000327.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0367
food_dataset/split/test/buluogulurou/train_000107.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0371
food_dataset/split/test/buluogulurou/train_000338.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0374
food_dataset/split/test/buluogulurou/train_000045.jpg,菠萝咕噜肉,菠萝咕噜肉,0.037
food_dataset/split/test/buluogulurou/val_000012.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0366
food_dataset/split/test/buluogulurou/train_000061.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0375
food_dataset/split/test/buluogulurou/train_000096.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0371
food_dataset/split/test/buluogulurou/train_000140.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0368
food_dataset/split/test/buluogulurou/train_000202.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0361
food_dataset/split/test/buluogulurou/train_000030.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0369
food_dataset/split/test/buluogulurou/train_000182.jpg,菠萝咕噜肉,菠萝咕噜肉,0.038
food_dataset/split/test/buluogulurou/train_000329.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0378
food_dataset/split/test/buluogulurou/train_000277.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0364
food_dataset/split/test/buluogulurou/val_000053.jpg,菠萝咕噜肉,菠萝咕噜肉,0.038
food_dataset/split/test/buluogulurou/train_000350.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0359
food_dataset/split/test/buluogulurou/train_000398.jpg,菠萝咕噜肉,菠萝咕噜肉,0.038
food_dataset/split/test/buluogulurou/train_000184.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0369
food_dataset/split/test/buluogulurou/val_000016.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0369
food_dataset/split/test/buluogulurou/train_000389.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0373
food_dataset/split/test/buluogulurou/train_000226.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0367
food_dataset/split/test/buluogulurou/train_000110.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0375
food_dataset/split/test/buluogulurou/val_000011.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0375
food_dataset/split/test/buluogulurou/train_000352.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0367
food_dataset/split/test/buluogulurou/train_000015.jpg,菠萝咕噜肉,菠萝咕噜肉,0.0371
